Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
empty_tensor,,,1.077,1.077,0,0,0,0
aten::empty,,,0.623,2.469,0,0,0,0
empty_tensor,,,1.846,1.846,0,0,0,0
aclnnAddRmsNormBias,,,3.715,3.715,15.7605,15.7605,0,0
vllm::unquantized_gemm,,,4.239,16.515,0,23.801,0,23.801
aten::linear,,,0.942,12.276,0,23.801,0,23.801
aten::t,,,0.983,2.583,0,0,0,0
aten::transpose,,,0.858,1.6,0,0,0,0
aten::as_strided,,,0.742,0.742,0,0,0,0
aten::matmul,,,3.907,8.751,0,23.801,0,23.801
empty_tensor,,,1.375,1.375,0,0,0,0
aclnnMatmul,,,3.469,3.469,23.801,23.801,23.801,23.801
npu::npu_swiglu,,,17.101,21.923,0,16.3205,0,0
empty_tensor,,,1.494,1.494,0,0,0,0
aclnnSwiGlu,,,3.328,3.328,16.3205,16.3205,0,0
vllm::unquantized_gemm,,,3.697,13.866,0,21.621,0,21.621
aten::linear,,,0.732,10.169,0,21.621,0,21.621
aten::t,,,0.911,1.915,0,0,0,0
aten::transpose,,,0.431,1.004,0,0,0,0
aten::as_strided,,,0.573,0.573,0,0,0,0
aten::matmul,,,2.701,7.522,0,21.621,0,21.621
empty_tensor,,,1.564,1.564,0,0,0,0
aclnnMatmul,,,3.257,3.257,21.621,21.621,21.621,21.621
vllm::maybe_chunk_residual,,,4.028,4.028,0,0,0,0
_C_ascend::npu_add_rms_norm_bias,,,11.927,21.297,0,12.6805,0,0
aten::empty,,,0.384,1.72,0,0,0,0
empty_tensor,,,1.336,1.336,0,0,0,0
aten::empty,,,0.22,1.01,0,0,0,0
empty_tensor,,,0.79,0.79,0,0,0,0
aten::empty,,,0.381,1.603,0,0,0,0
empty_tensor,,,1.222,1.222,0,0,0,0
aten::empty,,,0.284,1.452,0,0,0,0
empty_tensor,,,1.168,1.168,0,0,0,0
aclnnAddRmsNormBias,,,3.585,3.585,12.6805,12.6805,0,0
vllm::unquantized_gemm,,,4.359,18.34,0,9.5205,0,8.44
aten::linear,,,1.13,13.981,0,9.5205,0,8.44
aten::t,,,0.78,1.756,0,0,0,0
aten::transpose,,,0.337,0.976,0,0,0,0
aten::as_strided,,,0.639,0.639,0,0,0,0
aten::addmm,,,6.019,11.095,0,9.5205,0,8.44
empty_tensor,,,1.712,1.712,0,0,0,0
aclnnAddmm,,,3.364,3.364,9.5205,9.5205,8.44,8.44
aten::split_with_sizes,,,1.802,3.409,0,0,0,0
aten::as_strided,,,0.804,0.804,0,0,0,0
aten::as_strided,,,0.565,0.565,0,0,0,0
aten::as_strided,,,0.238,0.238,0,0,0,0
vllm::npu_rotary_embedding,,,223.558,266.485,0,17.5205,0,0
aten::view,,,0.93,0.93,0,0,0,0
aten::view,,,0.588,0.588,0,0,0,0
aten::contiguous,,,1.131,19.303,0,2.54,0,0
aten::clone,,,1.362,18.172,0,2.54,0,0
empty_tensor,,,1.605,1.605,0,0,0,0
aten::copy_,,,3.305,15.205,0,2.54,0,0
aclnnInplaceCopy,,,11.9,11.9,2.54,2.54,0,0
aten::contiguous,,,0.498,16.151,0,2.44,0,0
aten::clone,,,1.087,15.653,0,2.44,0,0
empty_tensor,,,1.344,1.344,0,0,0,0
aten::copy_,,,2.101,13.222,0,2.44,0,0
aclnnInplaceCopy,,,11.121,11.121,2.44,2.44,0,0
_triton_rope,,,4.117,4.117,12.5405,12.5405,0,0
aten::view,,,1.195,1.195,0,0,0,0
aten::view,,,0.643,0.643,0,0,0,0
aten::empty,,,0.69,2.412,0,0,0,0
empty_tensor,,,1.722,1.722,0,0,0,0
aten::view,,,0.657,0.657,0,0,0,0
aten::view,,,0.703,0.703,0,0,0,0
aten::view,,,0.6,0.6,0,0,0,0
aten::view,,,0.804,0.804,0,0,0,0
vllm::unified_attention_with_output,,,110.407,940.682,0,42.9615,0,0
P12/A/0007/attention,,,348.961,830.275,0,42.9615,0,0
aten::slice,,,1.498,2.876,0,0,0,0
aten::as_strided,,,1.378,1.378,0,0,0,0
aten::slice,,,0.347,0.777,0,0,0,0
aten::as_strided,,,0.43,0.43,0,0,0,0
aten::slice,,,2.485,3.525,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
P12/A/0008/cache_write,,,107.325,145.907,0,12.5805,0,0
atb::_npu_reshape_and_cache,,,19.676,38.582,0,12.5805,0,0
aten::contiguous,,,0.882,16.774,0,2.42,0,0
aten::clone,,,1.32,15.892,0,2.42,0,0
empty_tensor,,,3.207,3.207,0,0,0,0
aten::copy_,,,5.709,11.365,0,2.42,0,0
aclnnInplaceCopy,,,5.656,5.656,2.42,2.42,0,0
ReshapeCacheOperation,,,2.132,2.132,10.1605,10.1605,0,0
P12/A/0009/fia,,,206.527,311.845,0,30.381,0,0
aten::slice,,,0.996,1.954,0,0,0,0
aten::as_strided,,,0.958,0.958,0,0,0,0
aten::slice,,,0.52,0.767,0,0,0,0
aten::as_strided,,,0.247,0.247,0,0,0,0
aten::slice,,,0.282,0.7,0,0,0,0
aten::as_strided,,,0.418,0.418,0,0,0,0
npu::npu_fused_infer_attention_score,,,74.172,84.03,0,29.381,0,0
empty_tensor,,,2.629,2.629,0,0,0,0
empty_tensor,,,1.201,1.201,0,0,0,0
empty_tensor,,,0.719,0.719,0,0,0,0
empty_tensor,,,0.672,0.672,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,4.637,4.637,29.381,29.381,0,0
aten::view,,,1.294,1.294,0,0,0,0
aten::slice,,,0.577,1.274,0,0,0,0
aten::as_strided,,,0.697,0.697,0,0,0,0
