Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty,,,0.442,1.962,0,0,0,0
empty_tensor,,,1.52,1.52,0,0,0,0
aclnnAddRmsNormBias,,,2.418,2.418,13.9005,13.9005,0,0
vllm::unquantized_gemm,,,4.232,16.607,0,10.320500000000001,0,9.2605
aten::linear,,,1.174,12.375,0,10.320500000000001,0,9.2605
aten::t,,,0.68,1.66,0,0,0,0
aten::transpose,,,0.467,0.98,0,0,0,0
aten::as_strided,,,0.513,0.513,0,0,0,0
aten::addmm,,,5.493,9.541,0,10.320500000000001,0,9.2605
empty_tensor,,,1.489,1.489,0,0,0,0
aclnnAddmm,,,2.559,2.559,10.320500000000001,10.320500000000001,9.2605,9.2605
aten::split_with_sizes,,,2.681,4.372,0,0,0,0
aten::as_strided,,,0.725,0.725,0,0,0,0
aten::as_strided,,,0.355,0.355,0,0,0,0
aten::as_strided,,,0.611,0.611,0,0,0,0
vllm::npu_rotary_embedding,,,221.463,245.08,0,16.981,0,0
aten::view,,,0.933,0.933,0,0,0,0
aten::view,,,0.428,0.428,0,0,0,0
aten::contiguous,,,1.616,9.933,0,2.5405,0,0
aten::clone,,,1.257,8.317,0,2.5405,0,0
empty_tensor,,,1.34,1.34,0,0,0,0
aten::copy_,,,3.118,5.72,0,2.5405,0,0
aclnnInplaceCopy,,,2.602,2.602,2.5405,2.5405,0,0
aten::contiguous,,,0.378,4.399,0,2.48,0,0
aten::clone,,,0.424,4.021,0,2.48,0,0
empty_tensor,,,1.095,1.095,0,0,0,0
aten::copy_,,,1.657,2.502,0,2.48,0,0
aclnnInplaceCopy,,,0.845,0.845,2.48,2.48,0,0
_triton_rope,,,6.168,6.168,11.9605,11.9605,0,0
aten::view,,,1.059,1.059,0,0,0,0
aten::view,,,0.697,0.697,0,0,0,0
aten::empty,,,1.618,3.455,0,0,0,0
empty_tensor,,,1.837,1.837,0,0,0,0
aten::reshape,,,0.887,1.405,0,0,0,0
aten::view,,,0.518,0.518,0,0,0,0
aten::reshape,,,0.488,0.931,0,0,0,0
aten::view,,,0.443,0.443,0,0,0,0
aten::reshape,,,0.446,0.898,0,0,0,0
aten::view,,,0.452,0.452,0,0,0,0
aten::reshape,,,3.489,4.697,0,0,0,0
