Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::mm,"4096,4096;
4096,4096;
4096,4096",,4.193,6.485,0,427.497,0,427.497
aclnnMm,,,2.292,2.292,427.497,427.497,427.497,427.497
P16Dep/trace-01-no_wait/record-A,,,14.27,27.368,0,0.02,0,0
Event::record,,,9.666,13.098,0,0.02,0,0
record_event,,,3.432,3.432,0.02,0.02,0,0
P16Dep/trace-01-no_wait/consume-Y,,,13.267,20.424,0,26.301,0,0
aten::mul,"4096,4096;
;
4096,4096",,3.612,7.157,0,26.301,0,0
aten::item,,,0.535,0.965,0,0,0,0
aten::_local_scalar_dense,,,0.43,0.43,0,0,0,0
aclnnMuls,,,2.58,2.58,26.301,26.301,0,0
P16Dep/trace-01-no_wait/record-B,,,12.852,24.539,0,0.02,0,0
Event::record,,,8.681,11.687,0,0.02,0,0
record_event,,,3.006,3.006,0.02,0.02,0,0
P16Dep/trace-01-no_wait/independent-00,,,13.278,20.613,0,600.924,0,0
aten::mul,"67108864;
;
67108864",,2.997,7.335,0,600.924,0,0
aten::item,,,0.542,0.877,0,0,0,0
aten::_local_scalar_dense,,,0.335,0.335,0,0,0,0
aclnnMuls,,,3.461,3.461,600.924,600.924,0,0
P16Dep/trace-01-no_wait/independent-01,,,12.234,23.848,0,559.943,0,0
aten::mul,"67108864;
;
67108864",,3.034,11.614,0,559.943,0,0
aten::item,,,0.553,0.796,0,0,0,0
aten::_local_scalar_dense,,,0.243,0.243,0,0,0,0
aclnnMuls,,,7.784,7.784,559.943,559.943,0,0
P16Dep/trace-01-no_wait/independent-02,,,15.614,21.432,0,544.882,0,0
aten::mul,"67108864;
;
67108864",,2.537,5.818,0,544.882,0,0
aten::item,,,0.958,1.098,0,0,0,0
aten::_local_scalar_dense,,,0.14,0.14,0,0,0,0
aclnnMuls,,,2.183,2.183,544.882,544.882,0,0
P16Dep/trace-01-no_wait/independent-03,,,11.186,16.199,0,563.262,0,0
aten::mul,"67108864;
;
67108864",,2.432,5.013,0,563.262,0,0
aten::item,,,0.261,0.413,0,0,0,0
aten::_local_scalar_dense,,,0.152,0.152,0,0,0,0
aclnnMuls,,,2.168,2.168,563.262,563.262,0,0
P16Dep/trace-01-no_wait/independent-04,,,12.036,17.116,0,540.042,0,0
aten::mul,"67108864;
;
67108864",,2.495,5.08,0,540.042,0,0
aten::item,,,0.223,0.338,0,0,0,0
aten::_local_scalar_dense,,,0.115,0.115,0,0,0,0
aclnnMuls,,,2.247,2.247,540.042,540.042,0,0
