Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::slice,,,0.865,1.212,0,0,0,0
aten::as_strided,,,0.347,0.347,0,0,0,0
aten::slice,,,0.714,1.43,0,0,0,0
aten::as_strided,,,0.716,0.716,0,0,0,0
aten::to,,,0.778,15.953,0,1.16,0,0
aten::_to_copy,,,2.411,15.175,0,1.16,0,0
aten::empty,,,1.141,4.669,0,0,0,0
empty_tensor,,,3.528,3.528,0,0,0,0
aten::copy_,,,5.372,8.095,0,1.16,0,0
aclnnInplaceCopy,,,2.723,2.723,1.16,1.16,0,0
aten::embedding,,,5.622,10.348,0,10.1405,0,0
empty_tensor,,,2.091,2.091,0,0,0,0
aclnnEmbedding,,,2.635,2.635,10.1405,10.1405,0,0
vllm::maybe_pad_and_reduce,,,17.107,17.107,0,0,0,0
npu::npu_rms_norm,,,44.485,55.78,0,18.041,0,0
empty_tensor,,,2.132,2.132,0,0,0,0
empty_tensor,,,1.333,1.333,0,0,0,0
aclnnRmsNorm,,,7.83,7.83,18.041,18.041,0,0
vllm::unquantized_gemm,,,12.871,37.353,0,9.799999999999999,0,8.6
aten::linear,,,3.644,24.482,0,9.799999999999999,0,8.6
aten::t,,,3.237,7.568,0,0,0,0
aten::transpose,,,2.541,4.331,0,0,0,0
aten::as_strided,,,1.79,1.79,0,0,0,0
aten::addmm,,,9.43,13.27,0,9.799999999999999,0,8.6
empty_tensor,,,1.483,1.483,0,0,0,0
aclnnAddmm,,,2.357,2.357,9.799999999999999,9.799999999999999,8.6,8.6
aten::split_with_sizes,,,2.771,6.545,0,0,0,0
aten::as_strided,,,0.912,0.912,0,0,0,0
aten::as_strided,,,0.24,0.24,0,0,0,0
aten::as_strided,,,2.622,2.622,0,0,0,0
vllm::npu_rotary_embedding,,,226.36,259.088,0,18.561,0,0
aten::view,,,3.16,3.16,0,0,0,0
aten::view,,,0.638,0.638,0,0,0,0
aten::contiguous,,,4.087,15.585,0,2.14,0,0
aten::clone,,,2.459,11.498,0,2.14,0,0
empty_tensor,,,1.542,1.542,0,0,0,0
aten::copy_,,,3.648,7.497,0,2.14,0,0
